,title,singer,albumName,score,lyrics,youtube
93,맵고짜고단거 (Feat. 페노메코),다이나믹 듀오,OFF DUTY,110,Non,https://www.youtube.com/results?search_query=%EB%A7%B5%EA%B3%A0%EC%A7%9C%EA%B3%A0%EB%8B%A8%EA%B1%B0+%28Feat.+%ED%8E%98%EB%85%B8%EB%A9%94%EC%BD%94%29
94,Non Stop,EXO,OBSESSION - The 6th Album,108,Non,https://www.youtube.com/results?search_query=Non+Stop
95,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),두 번째 이야기,108,Non,https://www.youtube.com/results?search_query=%EA%BF%88%EC%86%8D%EC%97%90+%EB%84%88+%28Feat.+%EC%A0%84%EC%83%81%EA%B7%BC%29
96,주저하는 연인들을 위해,잔나비,전설,106,Non,https://www.youtube.com/results?search_query=%EC%A3%BC%EC%A0%80%ED%95%98%EB%8A%94+%EC%97%B0%EC%9D%B8%EB%93%A4%EC%9D%84+%EC%9C%84%ED%95%B4
97,잘자 (Feat. Zion.T),Crush,From Midnight To Sunrise,104,"수 없이 외로웠던 밤을
이 작은 손에 닿기 위해
얼마나 달려왔는지
널 잠 못 들게 하는 소음
내가 다 가져 갈게
반짝이는 눈
강아지발 코
터질듯한 볼
펄럭이는 귀
두꺼운 입술
걸음걸인 뒤뚱
누굴 닮아 이렇게 예뻐
널 바라만 보고 있어도 배가 불러
행복한 꿈만 꾸길 바라
잘자 잘자 포근하게
잘자 걱정들을 뒤로한 채
별빛들도 잠들 때까지
아무도 널 깨우지 못할 거야
잘자 잘자 잘자
누가 내게 꿈이 뭐냐고 하면
난 머리를 긁으며
좋은 아빠 좋은 남편
감히 그렇게 대답하지
그런 행운이 내게 올까
그녀와 똑 닮은 Brown eyes
달빛 품은 눈
앙증맞은 코
아기자기한 몸
날개같은 귀
보드라운 손
입꼬리는 히죽
누굴 닮아 이렇게 예뻐
널 바라만 보고 있어도 배가 불러
행복한 꿈만 꾸길 바라
잘자 잘자 포근하게
잘자 걱정들을 뒤로한 채
별빛들도 잠들 때까지
아무도 널 깨우지 못할 거야
잘자 잘자 잘자
Every night babe sleep tight
Nighty night babe sleep tight
Every night just sleep tight
Nighty night babe
잘자 잘자 포근하게
잘자 걱정들을 뒤로한 채
별빛들도 잠들 때까지
아무도 널 깨우지 못할 거야
잘자 잘자 잘자",https://www.youtube.com/results?search_query=%EC%9E%98%EC%9E%90+%28Feat.+Zion.T%29
98,헤어져줘서 고마워,벤,헤어져줘서 고마워,103,Non,https://www.youtube.com/results?search_query=%ED%97%A4%EC%96%B4%EC%A0%B8%EC%A4%98%EC%84%9C+%EA%B3%A0%EB%A7%88%EC%9B%8C
99,2002,Anne Marie,Speak Your Mind (Deluxe),101,"I will always remember
The day you kissed my lips
Light as a feather
And it went just like this
No, it's never been better
Than the summer of 2002 (ooh)
Uh, we were only 11
But acting like grown-ups
Like we are in the present
Drinking from plastic cups
Singing, 
＂Love is forever and ever＂
Well, I guess that was true

Dancing on the hood 
in the middle of the woods
On an old Mustang, where we sang
Songs with all our childhood friends
And it went like this, say

Oops, I got 99 problems singing 
bye, bye, bye
Hold up, 
if you wanna go and take a ride with me
Better hit me, baby, one more time, uh
Paint a picture for you and me
On the days when we were young, uh
Singing at the top of both our lungs

Now we're under the covers
Fast forward to eighteen
We are more than lovers
Yeah, we are all we need
When we're holding each other
I'm taken back to 2002 (ooh)
Yeah

Dancing on the hood 
in the middle of the woods
On an old Mustang, where we sang
Songs with all our childhood friends
And it went like this, say

Oops, I got 99 problems singing 
bye, bye, bye
Hold up, 
if you wanna go and take a ride with me
Better hit me, baby, one more time, uh
Paint a picture for you and me
On the days when we were young, uh
Singing at the top of both our lungs
On the day we fell in love
Ooh ooh, ooh ooh
On the day we fell in love
Ooh ooh, ooh ooh

Dancing on the hood 
in the middle of the woods
On an old Mustang, where we sang
Songs with all our childhood friends
Oh, now

Oops, I got 99 problems singing 
bye, bye, bye
Hold up, 
if you wanna go and take a ride with me
Better hit me, baby, one more time
Paint a picture for you and me
On the days when we were young, uh
Singing at the top of both our lungs
On the day we fell in love
Ooh ooh, ooh ooh
On the day we fell in love
Ooh ooh, ooh ooh
On the day we fell in love
Ooh ooh, ooh ooh
On the day we fell in love
Ooh ooh, ooh ooh
On the day we fell in love, love, love",https://www.youtube.com/results?search_query=2002
100,Memories,Maroon 5(마룬 파이브),Memories,97,"Here's to the ones that we got
Cheers to the wish you were here
But you're not
'Cause the drinks bring back
All the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back
All the memories
And the memories bring back
Memories bring back you
There's a time that I remember
When I did not know no pain
When I believed in forever
And everything would stay the same
Now my heart feel like december
When somebody say your name
'Cause I can't reach out to call you
But I know I will one day yeah
Everybody hurts sometimes
Everybody hurts someday ayy ayy
But everything gon' be alright
Go and raise a glass and say ayy
Here's to the ones that we got
Cheers to the wish you were here
But you're not
'Cause the drinks bring back
All the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back
All the memories
And the memories bring back
Memories bring back you
Doo doo doo doo doo doo
Doo doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo
Memories bring back
Memories bring back you
There's a time that I remember
When I never felt so lost
When I felt all of the hatred was too
Powerful to stop (Ooh yeah)
Now my heart feel like an ember
And it's lighting up the dark
I'll carry these torches for ya
That you know I'll never drop yeah
Everybody hurts sometimes
Everybody hurts someday ayy ayy
But everything gon' be alright
Go and raise a glass and say ayy
Here's to the ones that we got (Oh oh)
Cheers to the wish you were here
But you're not
'Cause the drinks bring back
All the memories
Of everything we've been through (No no)
Toast to the ones here today (Ayy)
Toast to the ones that we lost on the way
'Cause the drinks bring back
All the memories (Ayy)
And the memories bring back
Memories bring back you
Doo doo doo doo doo doo
Doo doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo
Memories bring back
Memories bring back you
Doo doo doo doo doo doo
Doo doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo (Ooh yeah)
Memories bring back
Memories bring back you
Yeah yeah yeah
Yeah yeah yeah yeah yeah no no
Memories bring back
Memories bring back you",0
101,솔직하게 말해서 나,김나영,솔직하게 말해서 나,95,Non,0
102,운명이 내게 말해요,헤이즈(Heize),동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.9,93,"이미 정해진 나의 슬픈 역할이
내가 있는 모든 곳과 모든 시간 속에
스며들어와 널 다치게 할지도 몰라
나를 울려야 하니까

왜 난 딱 하루라도 왜 한순간만이라도
행복한 사람으로 살 수는 없을까요
떠나야 하네요 운명이 내게 말해요
널 밀어내라고 더 아파하라고

이상할 것도 그리 놀라울 것도 없죠
뻔한 이별 아픈 결말 내 것이죠
다 잘 알면서 왜 자꾸 난 살고 싶어져
널 사랑하고 싶어져

왜 난 딱 하루라도 왜 한순간만이라도
행복한 사람으로 살 수는 없을까요
떠나야 하네요 운명이 내게 말해요
널 밀어내라고 더 아파하라고

지우면 지워지나요 눈 감으면 못 볼까요
다시 태어나도 기억날 것 같아
그땐 우리 맘껏 행복해요

왜 난 딱 하루라도 왜 한순간만이라도
평범한 사랑 절대 할 수 없을까요 
떠나야 하네요 운명이 내게 말해요
널 밀어내라고 더 아파하라고",0
103,Don't Start Now,Dua Lipa(두아 리파),Don't Start Now,89,"If you don't wanna see me
Did a full one eighty crazy
Thinking bout the way I was
Did the heartbreak change me maybe
But look at where I ended up
I'm all good already
So moved on it's scary
I'm not where you left me at all
So if you don't wanna see me
Dancing with somebody
If you want to believe
That anything could stop me
Don't show up
Don't come out
Don't start caring
About me now
Walk away
You know how
Don't start caring
About me now
Aren't you the guy who tried to
Hurt me with the word goodbye
Though it took some time to survive you
I'm better on the other side
I'm all good already
So moved on it's scary
I'm not where you left me at all
So if you don't wanna see me
Dancing with somebody
If you want to believe
That anything could stop me
Don't show up
Don't come out
Don't start caring
About me now
Walk away
You know how
Don't start caring
About me now
Don't start now
I'm not where you left me at all
So if you don't wanna see me
Dancing with somebody
If you want to believe
That anything could stop me
Don't show up
Don't come out
Don't start caring
About me now
Walk away
You know how
Don't start caring
About me now",0
104,밤편지,아이유(IU),밤편지,87,"이 밤 그날의 반딧불을 
당신의 창 가까이 보낼게요
음 사랑한다는 말 이에요

나 우리의 첫 입맞춤을 떠올려
그럼 언제든 눈을 감고 
음 가장 먼 곳으로 가요

난 파도가 머물던 모래 위에 적힌 글씨처럼
그대가 멀리 사라져 버릴 것 같아 
늘 그리워 그리워

여기 내 마음속에 
모든 말을 다 꺼내어 줄 순 없지만
사랑한다는 말 이에요

어떻게 나에게 그대란 행운이 온 걸까
지금 우리 함께 있다면 아 얼마나 좋을까요

난 파도가 머물던 모래 위에 적힌 글씨처럼
그대가 멀리 사라져 버릴 것 같아
또 그리워 더 그리워

나의 일기장 안에
모든 말을 다 꺼내어 줄 순 없지만
사랑한다는 말

이 밤 그날의 반딧불을 당신의
창 가까이 띄울게요
음 좋은 꿈 이길 바라요",0
105,마음,폴킴,마음,86,"멍하니 또 하루 종일
의미 없는 생각들만 했어

아니라고 아니라고
헤어지자 말하기가
이렇게 힘들까

날 사랑하지 않아
내게 오지 않아
다 알고 있으면서

하루하루 이별을 늦추면

어차피 나만 가여워지잖아
달라질 건 없어
이 순간에도 넌 조금도 
내 생각 하지 않는 거
알잖아 이대로는 내가 너에게 우리에게
좋았던 기억들 못나게 만들 것 같아

오늘은 꼭 말해야 돼
네가 없는 내 모습이 두려워도

하루만 더 또 하루 더
이별은 미뤄질 수 없단 걸 알면서도 난
어차피 나만 가여워지잖아 
달라질 건 없어
이 순간에도 넌 조금도 
내 생각 하지 않는 거
알잖아 이대로는 
내가 너에게 우리에게
좋았던 기억들 못나게 만들 것 같아

이제 말할게 아프게 나 혼자서
널 기다리지 않겠다고

어차피 내가 사랑했던 
너는 더는 여기 없어
이 순간에도 넌 조금도 
내 생각하지 않잖아
행복했던 사랑해 말하던
그 날 우리 그때의 너
날 안아주던 널 이제서야 보내줄게",0
106,Into the Unknown (Panic! At The Disco Version),Panic! At The Disco(패닉 앳 더 디스코),Frozen 2 (겨울왕국 2 OST),85,"Ah ah oh oh oh
Ah ah oh oh oh oh oh oh
Into the unknown
Into the unknown
Into the unknown
Ah ah ah ah ah
I can hear you but I won't
Some look for trouble
While others don't
There's a thousand reasons
I should go about my day
And ignore your whispers
Which I wish would go away
Whoa oh
You're not a voice
You're just a ringing in my ear
And if I heard you which I don't
I'm spoken for I fear
Everyone I've ever loved is here
Within these walls
I'm sorry secret siren
But I'm blocking out your calls
I've had my adventure
I don't need something new
I'm afraid of what I'm risking
If I follow you
Into the unknown
Into the unknown
Into the unknown
Ah ah ah ah ah
Ah ah ah ah ah oh oh
What do you want?
'Cause you've been keeping me awake
Are you here to distract me
So I make a big mistake?
Or are you someone out there
Who's a little bit like me?
Who knows deep down
I'm not where I'm meant to be?
Every day's a little harder as
I feel your power grow
Don't you know there's part of me
That longs to go
Into the unknown
Into the unknown
Into the unknown
Ah ah ah ah ah
Ah ah ah ah ah
Oh oh oh
Are you out there?
Do you know me?
Can you feel me?
Can you show me?
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Where are you going?
Don't leave me alone
How do I follow you
Into the unknown",0
107,겨울이 오면,김필(Kim Feel),동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.8,84,"찬 바람이 불어오면 
들려오는 너의 목소리
단잠을 깨우며 
내린 눈꽃처럼 아름다워
단 한순간이라 해도 
너만의 시간 속에 
들어갈 수만 있기를
널 보며 꿈꾸던 
사랑이 시작되기를 나 기도해

가을이 오면 생각나는 한 사람
붉은 낙엽처럼 세상을 물들이는
아닌 척해봐도 태연한 척해봐도
수줍은 널 보면 사랑인 걸 알 수 있어
너만이 내 사랑

투명한 바람결에도 
난 항상 너를 그려 
널 볼 수만 있다면 
수많은 별처럼 
널 향해 흘러간대도 괜찮은데

겨울이 오면 생각나는 한 사람 
하얀 꿈결처럼 세상을 물들이는
아닌 척해봐도 태연한 척해봐도
눈부신 널 보면 사랑인 걸 알 수 있어
너만이 내 사랑 

이 바람에 나를 태워 날려 보내면 
너의 곁을 내게 내줄래

겨울이 오면 시작될 우리 사랑
곁에만 있어도 세상이 변해가는
아닌 척해봐도 태연한 척해봐도
눈부신 널 보면 사랑인 걸 알 수 있어
너만이 내 사랑 너만이 내 사랑
너만이 내 사랑",0
108,Senorita,Camila Cabello & Shawn Mendes,Senorita,84,"I love it
when you call me senorita
I wish I could pretend
I didn't need ya
But every touch is ooo la la la
it's true la la la
ooo i should be running
ooo you keep me coming for ya
land in Miami
the air was hot from summer rain
sweat dripping off me
before I even knew
her name la la la
it felt like ooo la la la
yeah no
sapphire moonlight
we danced for hours in the sand
tequila sunrise
her body fit right
in my hands la la la
it felt like ooo la la la yeah
I love it
when you call me senorita
I wish I could pretend
I didn't need ya
But every touch is ooo la la la
it's true la la la
ooo i should be running
ooo you know I love it
when you call me senorita
I wish it wasn't so damn
hard to leave ya
But every touch is ooo la la la
It's true la la la
ooo i should be running
ooo you keep me coming for ya
Locked in the hotel
there's just somethings
that never change
You say that we're just friends
but friends don't know the way you
taste la la la
'cause you know
it's been a long time coming
don't you let me fall
ooh when your lips undress me
hooked on your tongue
ooh love your kiss is deadly
don't stop
I love it
when you call me senorita
I wish I could pretend
I didn't need ya
But every touch is ooo la la la
it's true la la la
ooo i should be running
ooo you know I love it
when you call me senorita
I wish it wasn't so damn
hard to leave ya
but every touch is ooo la la la
it's true la la la
ooo I should be running
ooo you keep me coming for ya
All along I've been coming for ya
and I hope it meant
something to ya
call my name
I'll be coming for ya
coming for ya coming for ya
coming for you
for ya ooh she loves it
when I come
for ya
ooo I should be running
ooo you keep me coming for ya",0
